ID,Name,EnglishName,Abbreviation,DirectorateID,Directorate,OracleCode,OracleAreaCode,BedCapacity,TemporaryBeds,DeliveryUnit,CityID,City,TypeID,Type,CategoryID,Category,GroupID,Group,InititalBedCapacity,OverallBedCapacity,OpeningYear,NewTransferYear,Operation,Classification,BuildingStatus,LastUpdated,PhotoExtenstion,Phone,Fax,HospitalManagerUserName,Email,WebSite,Long,Lat,Longitude,Latitude,Icon,ImageUrl,WorkingHours
2984,مستوصف الجوهرة الطبي,مستوصف الجوهرة الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
2985,مستوصف الحجاز الجديد,مستوصف الحجاز الجديد,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
2986,مستوصف الحجاز الطبي ,مستوصف الحجاز الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
2989,مستوصف الحرمين الطبي,مستوصف الحرمين الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
2991,مستوصف الحنان,مستوصف الحنان,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
2997,مستوصف الدكتور محمد حسن كافي ,مستوصف الدكتور محمد حسن كافي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3001,مستوصف الرشاد,مستوصف الرشاد,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3003,مستوصف الزقزوق الطبي,مستوصف الزقزوق الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3005,مستوصف السروات,مستوصف السروات,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3006,مستوصف السروات الجديد,مستوصف السروات الجديد,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3007,مستوصف السلام بجدة,مستوصف السلام بجدة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3011,مستوصف السليماني الجديد,مستوصف السليماني الجديد,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3012,مستوصف السليماني الطبي,مستوصف السليماني الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3013,مستوصف السهلي,مستوصف السهلي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3014,مستوصف السهلي للخدمات الطبية بجدة,مستوصف السهلي للخدمات الطبية بجدة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3015,مستوصف الشرقية,مستوصف الشرقية,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3016,مستوصف الشفاء,مستوصف الشفاء,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3019,مستوصف الشفاء بجده,مستوصف الشفاء بجده,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3022,مستوصف الصفا الطبي ,مستوصف الصفا الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3024,مستوصف الظافر الطبي بجدة,مستوصف الظافر الطبي بجدة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3027,مستوصف العائلة الطبي ,مستوصف العائلة الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3032,مستوصف الغدير ,مستوصف الغدير ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3033,مستوصف الغربية الطبي,مستوصف الغربية الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3034,مستوصف الفهد,مستوصف الفهد,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3035,مستوصف الفيروز الطبي,مستوصف الفيروز الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3036,مستوصف الفيصل 1,مستوصف الفيصل 1,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3037,مستوصف الفيصل 2,مستوصف الفيصل 2,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3038,مستوصف القبساني الطبي ,مستوصف القبساني الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3039,مستوصف الليث الوطني,مستوصف الليث الوطني,,1,,-99,-99,,,,135,الليث,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3040,مستوصف المدينة الطبي,مستوصف المدينة الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3048,مستوصف النخيل الطبي رابغ ,مستوصف النخيل الطبي ـ رابغ ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3051,مستوصف النهضة الطبي,مستوصف النهضة الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3053,مستوصف الهدير الطبي,مستوصف الهدير الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3054,مستوصف الواحة الطبي ,مستوصف الواحة الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3055,مستوصف الوسيم,مستوصف الوسيم,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3056,مستوصف الوليد الطبي,مستوصف الوليد الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3057,مستوصف اليامي2,مستوصف اليامي2,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3059,مستوصف أثير الخليج ,مستوصف أثير الخليج ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3061,مستوصف بدر الدين - الاسكان,مستوصف بدر الدين - الاسكان,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3062,مستوصف بدر الدين - باب مكه,مستوصف بدر الدين - باب مكه,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3064,مستوصف بني مالك,مستوصف بني مالك,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3067,مستوصف جدة الطبي حي المصفاة ,مستوصف جدة الطبي ـ حي المصفاة ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3075,مستوصف حي السبيل ,مستوصف حي السبيل ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3076,مستوصف خالد الطبي بجدة,مستوصف خالد الطبي بجدة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3080,مستوصف ربيع المملكة,مستوصف ربيع المملكة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3084,مستوصف سابا,مستوصف سابا,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3093,مستوصف صفا المدينة,مستوصف صفا المدينة,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3095,مستوصف عادل الأهلي ,مستوصف عادل الأهلي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3097,مستوصف علي ظافر,مستوصف علي ظافر,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3098,مستوصف فلسطين,مستوصف فلسطين,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3100,مستوصف محمد حسن كافي الطبي ,مستوصف محمد حسن كافي الطبي ,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3101,مستوصف محمد عبدالرحمن سليماني,مستوصف محمد عبدالرحمن سليماني,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3106,مستوصف نجد الطبي,مستوصف نجد الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3107,مستوصف ياسر الطبي,مستوصف ياسر الطبي,,1,,-99,-99,,,,5,جدة,11,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PClinic.png,,
3109,موسسة سندس محمد علي محمد لاري,موسسة سندس محمد علي محمد لاري,,1,,-99,-99,,,,5,جدة,15,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/GMCenter.png,,
3110,مؤسسة نهاد محمد صالح إسلام( عيادات علاجية مجمعة),مؤسسة نهاد محمد صالح إسلام( عيادات علاجية مجمعة),,1,,-99,-99,,,,5,جدة,15,,,,,,,,,,,,,2017-06-08T10:56:58.42,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/GMCenter.png,,
3326,أم الحطب,Umm al-Hatab,,1,,-99,-99,,,,89,أضم,8,,,,,,,,,,,,,2019-06-30T08:10:44.38,,NULL,,,,,,,40.82622,20.21484,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3407,الماجد,Al-Majed ,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2018-10-18T16:26:33.87,,NULL,,,,,,,39.194298,21.764218,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3449,الرحاب,AlRahab,PHC,1,,99,99,,,,5,جدة,8,,,,,,,,,,,,,2020-05-08T17:53:26.9,,,,,,,,,39.2264311,21.5491859,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3469,الرياحين,Al-Rayaheen,,1,,-99,-99,,,,135,الليث,8,,,,,,,,,,,,,2019-06-14T12:44:09.293,,NULL,,,,,,,40.70452,20.72291,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3582,كيلو 13,Kilo 13,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2019-06-30T07:56:29.193,,NULL,,,,,,,39.302003,21.454687,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3583,القرينية,Al-Qariniah,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2019-07-09T08:56:31.203,,NULL,,,,,,,39.24471,21.30768,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3605,المرجانية,Al-Marjaniya,,1,,-99,-99,,,,169,رابغ,8,,,,,,,,,,,,,2019-06-30T08:05:32.163,,NULL,,,,,,,39.056355,22.796957,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3606,المرخة,Al-Markha,,1,,-99,-99,,,,169,رابغ,8,,,,,,,,,,,,,2019-06-14T12:21:51.063,,NULL,,,,,,,39.74094,23.050271,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3714,خالد النموذجي,خالد النموذجي,kkk,1,,99,99,,,,5,جدة,8,,,,,,,,,,,,,2020-02-18T08:48:34.71,,,,,,,,,39.14615393,21.79672185,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3732,سعيا الميقات,saee almqa,PHC,1,,99,99,,,,135,الليث,8,,,,,,,,,,,,,2019-06-14T13:12:18.423,,,,,,,,,39.87437187,20.51629195,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3755,عبيد والصواعد,عبيد والصواعد,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,39.28265,21.493,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3826,مركز الشمال للأسنان,مركز الشمال للأسنان,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T16:43:54.833,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3827,مركز السكر,مركز السكر,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T16:43:54.833,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3828,مركز الدرن,مركز الدرن,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T16:43:54.833,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3829,مركز الصحة العامة,مركز الصحة العامة,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T16:43:54.833,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
3850,عيادة فحص السموم بجدة,Poison Control Cenetr - Jeddah,,1,,-99,-99,,,,5,جدة,35,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PCCClinic.png,,
3853,مختبرات البرج الطبية بجدة,Al Borg Medical Laboratories in jeddah,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3854,مجمع عيادات الدكتور هاني الرقبان,مجمع عيادات الدكتور هاني الرقبان,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3855,مجمع عيادات الريان,مجمع عيادات الريان,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3856,مستوصف مستشارك,مستوصف مستشارك,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3857,العيادات الشاملة التخصصية لقوى الامن بجدة,العيادات الشاملة التخصصية لقوى الامن بجدة,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3858,الفحص الشامل بمدائن الفهد,الفحص الشامل بمدائن الفهد,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3868,مجمع عبد الرحمن السهلي الطبي العام,مجمع عبد الرحمن السهلي الطبي العام,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3870,مستشفى خالد ادريس,مستشفى خالد ادريس,,1,,-99,-99,,,,5,جدة,3,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3871,مستشفى آية,Aya Specialist Hospital - Jeddah,ASH,1,,99,99,40,,,5,جدة,3,,,,,,,,,,,,,2020-10-27T13:21:11.283,,920012342,,,,,,,39.12321887,21.66061061,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3872,مستشفى المركز الطبي الدولي,International Medical Center,IMH,1,,99,99,,,,5,جدة,3,,,,,,,,,,,,,2020-07-24T00:03:32.963,,,,,,,,,39.174217,21.51383,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/PHospital.png,,
3873,المختبر الاقليمي بجدة,Pre-Marital medical exam center, PTEC,1,,99,99,,,,5,جدة,14,,,,,,,,,,,,,2019-11-14T11:30:16.797,,,,,,,,,39.205467,21.440654,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/SPCenter.png,,
4002,اسكان الشرقية,اسكان الشرقية,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4003,الاجاويد والسنابل,الاجاويد والسنابل,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2019-06-28T05:52:41.977,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4004,البساتين ,البساتين ,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4005,البغدادية,البغدادية,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4006,البوادي1,Bawadi 1,PHC,1,,99,99,,,,5,جدة,8,,,,,,,,,,,,,2021-02-16T10:59:40.55,,,,,,,,,39.16139,21.6137,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4007,التوفيق,التوفيق,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,39.243991,21.581469,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4008,الجامعه 2,الجامعه 2,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4009,الجوبة,Al-Joubah,,1,,-99,-99,,,,169,رابغ,8,,,,,,,,,,,,,2019-06-14T12:19:32.963,,NULL,,,,,,,39.71291672,23.00244145,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4010,الحرمين,الحرمين,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4011,الربوة 2,الربوة 2,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4012,الربيع والتوفيق,Al-Rabeea and al-Tafeek,PHC ,1,,99,99,,,,5,جدة,8,,,,,,,,,,,,,2020-05-08T17:48:36.887,,,,,,,,,39.2440405,21.5812782,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4013,الرغامة,Al-Raghama,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2019-06-30T07:33:16.53,,NULL,,,,,,,39.282603,21.49284,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4014,الرنيفة,Al-Renaifa,,1,,-99,-99,,,,135,الليث,8,,,,,,,,,,,,,2019-06-14T13:03:18.637,,NULL,,,,,,,40.365328,20.869336,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4015,الروضة,الروضة,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4016,الريان,Al-Rayan,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2019-06-30T07:58:15.09,,NULL,,,,,,,39.215937,21.708359,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4017,السبيل,السبيل,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
4018,السرورية,السرورية,,1,,-99,-99,,,,5,جدة,8,,,,,,,,,,,,,2017-04-19T15:38:04.727,,NULL,,,,,,,-1.0,-1.0,https://eservices.moh.gov.sa/hospitals/assets/Styles/assets/global/img/Mcenter.png,,
